Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43272599,"Unfuck Your Intimacy: Using Science for Better Relationships, Sex, and Dating",Faith G. Harper,"Harper, Faith G.",,1621067629,9781621067627,0,3.59,Microcosm Pub,Paperback,192,2019,2019,12/7/2022,11/3/2022,,,read,,,,1,0
63045351,When Secrets Collide,Kimberly   Brown,"Brown, Kimberly",,,,0,4.62,,Kindle Edition,,2022,,,11/5/2022,,,read,,,,1,0
60389492,Tempted by Danger (The Danger Family #1),Endiya Carter,"Carter, Endiya",,,,0,4.74,,Kindle Edition,419,2022,,,11/3/2022,,,read,,,,1,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,0688168442,9780688168445,5,4.08,William Morrow,Hardcover,240,1999,1999,11/3/2022,10/1/2022,,,read,,,,1,0
62066664,"Where We Found Our Passion (Lost & Found, #3)",Natasha Bishop,"Bishop, Natasha",,,,0,4.31,,Kindle Edition,,2022,,,10/25/2022,,,read,,,,1,0
62772979,Bookmarked,Bella Jay,"Jay, Bella",,,,0,4.67,,Kindle Edition,,2022,,,10/23/2022,,,read,,,,1,0
40053587,"The Lessons We Learn (FWB, #2)",Alexandra Warren,"Warren, Alexandra",,,,0,4.44,,Kindle Edition,224,2018,2018,10/13/2022,10/12/2022,,,read,,,,1,0
38107039,"The Games We Play (FWB, #1)",Alexandra Warren,"Warren, Alexandra",,,,0,4.36,,Kindle Edition,247,2018,2018,,10/12/2022,,,read,,,,1,0
54855471,All I Ask of You (The Kalmin Brothers #3),Chelsea Maria,"Maria, Chelsea",,,,0,4.8,,Kindle Edition,434,2020,,,10/10/2022,,,read,,,,1,0
52617812,Chasing Empty Hearts (The Kalmin Brothers #2),Chelsea Maria,"Maria, Chelsea",,,,0,4.72,B. Love Publications,Kindle Edition,337,2020,,10/10/2022,10/7/2022,,,read,,,,1,0
54588766,My Heart Is Your Secret (The Kalmin Brothers #1),Chelsea Maria,"Maria, Chelsea",,,,0,4.52,,Kindle Edition,350,2020,,,10/7/2022,,,read,,,,1,0
60809640,"So Not Meant To Be (Cane Brothers, #2)",Meghan Quinn,"Quinn, Meghan",,,,0,3.99,,Kindle Edition,512,2022,2022,,10/5/2022,,,read,,,,1,0
58995736,"A Not So Meet Cute (Cane Brothers, #1)",Meghan Quinn,"Quinn, Meghan",,,,4,4.12,,,404,2021,2021,,10/4/2022,,,read,,,,1,0
61767292,"Icebreaker (Maple Hills, #1)",Hannah  Grace,"Grace, Hannah",,,,4,4.08,Pig & Bear Publishing,Kindle Edition,435,2022,2022,10/2/2022,10/1/2022,,,read,,,,1,0
62218131,"Revive Me, Part One: The Act (New Haven, #2)",J.L. Seegars,"Seegars, J.L.",,,,5,4.5,,Kindle Edition,479,2022,2022,,10/1/2022,,,read,,,,1,0
60558189,Falling For Tormented Treasures,S.J.    Stewart,"Stewart, S.J.",,1990552099,9781990552090,5,4.24,S.J. Stewart,Paperback,393,2022,,,9/27/2022,,,read,,,,1,0
44663540,Asylum: Orphan Series Book Two,Dandridge Monroe,"Monroe, Dandridge","Nubian FX, Carine Francois",,,5,4.55,KM Media Presents,Kindle Edition,,2019,,9/13/2022,9/12/2022,,,read,,,,1,0
43311249,Fortunate: Orphan Series Book One,Dandridge Monroe,"Monroe, Dandridge",,,,0,4.5,KMM Presents,Kindle Edition,295,2018,,,9/12/2022,,,read,,,,1,0
61043205,The Beginning of Forever,A.E. Valdez,"Valdez, A.E.",,,,0,4.37,,,198,2022,,9/10/2022,9/8/2022,,,read,,,,1,0
59723626,Colliding With Fate,A.E. Valdez,"Valdez, A.E.",,,,0,4.6,,Kindle Edition,465,2022,2022,,9/8/2022,to-read,to-read (#28),to-read,,,,0,0
60624672,To Be Loved (The Things Unseen Book 2),K. Lashaun,"Lashaun, K.",,,,5,4.69,,Kindle Edition,344,2022,,9/8/2022,9/7/2022,,,read,,,,1,0
58173601,In This Moment (The Things Unseen Book 1),K. Lashaun,"Lashaun, K.",,,,5,4.74,,Kindle Edition,418,2021,,,9/7/2022,,,read,,,,1,0
59883417,Irresistible Cravings (Hidden Lake Series),ShanicexLola,"ShanicexLola, ShanicexLola",Shanice Swint,,,0,4.72,,Kindle Edition,,2021,,,9/5/2022,,,read,,,,1,0
53739298,Everlasting Love (The Hill Sisters Book 2),ShanicexLola,"ShanicexLola, ShanicexLola",Parker McKinley,,,0,4.73,,Kindle Edition,,2020,,,9/5/2022,,,read,,,,1,0
51879601,Guarded by Love (The Hill Sisters #1),ShanicexLola,"ShanicexLola, ShanicexLola",,,,0,4.59,SXL Publications ,Kindle Edition,151,2019,,,9/5/2022,,,read,,,,1,0
61921985,Take What's Yours: Forever Mine: Book One,Tia Love,"Love, Tia",,1957394048,9781957394046,0,0,,Paperback,,2021,,9/3/2022,9/1/2022,,,read,,,,2,0
61830809,Justify My Love,Tatum James,"James, Tatum",,,,0,4.62,,Kindle Edition,,2022,,,9/3/2022,,,read,,,,1,0
55817097,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,,,0,3.76,,Kindle Edition,360,2021,2021,9/2/2022,9/2/2022,,,read,,,,1,0
61830664,Luca (The Eisenberg Effect Book 1),Grey Huffington,"Huffington, Grey",,,,4,4.41,Grey + Company,Kindle Edition,450,2022,,,9/1/2022,,,read,,,,1,0
58042509,"Where We Found Our Home (Lost & Found, #1)",Natasha Bishop,"Bishop, Natasha",,,,4,4.27,,Kindle Edition,,2021,,8/31/2022,8/28/2022,,,read,,,,1,0
53450790,The Perfect Marriage,Jeneva Rose,"Rose, Jeneva",,1913419657,9781913419653,0,4.01,Bloodhound Books,Paperback,342,2020,2020,,8/28/2022,currently-reading,currently-reading (#2),currently-reading,,,,1,0
59236437,"Where We Found Our Heart (Lost & Found, #2)",Natasha Bishop,"Bishop, Natasha",,,,0,4.39,,Kindle Edition,,2021,,,8/28/2022,,,read,,,,1,0
61175985,Faking with Benefits,Lily Gold,"Gold, Lily",,,9798783411731,0,3.95,Independently Published,Paperback,552,2022,2021,8/27/2022,8/26/2022,,,read,,,,1,0
58323839,All I've Wanted All I've Needed,A.E. Valdez,"Valdez, A.E.",,,,0,4.38,,Kindle Edition,266,2021,,,8/26/2022,,,read,,,,1,0
61636611,The Last Sad Love Song,Kimberly   Brown,"Brown, Kimberly",,,,4,4.65,,Kindle Edition,,2022,,,8/23/2022,,,read,,,,1,0
57057111,Love Scammed,Rilzy Adams,"Adams, Rilzy",,,,0,4.09,Rilzy Adams,Kindle Edition,141,2021,2021,,8/23/2022,,,read,,,,1,0
59724097,If You Let Go,K.C. Mills,"Mills, K.C.",,,,5,4.59,,Kindle Edition,,2021,,,8/22/2022,,,read,,,,1,0
61274065,They Call Him Nas,K.C. Mills,"Mills, K.C.",,,,5,4.66,,Kindle Edition,415,2022,,,8/21/2022,,,read,,,,1,0
44643289,"Hook Shot (Hoops, #3)",Kennedy Ryan,"Ryan, Kennedy",,,,5,4.27,Scribechick Media,Kindle Edition,408,2019,2019,,8/18/2022,,,read,,,,1,0
39336718,"Long Shot (Hoops, #1)",Kennedy Ryan,"Ryan, Kennedy",,,,5,4.2,,Kindle Edition,462,2018,2018,8/14/2022,8/14/2022,,,read,,,,1,0
55207051,"Reel (Hollywood Renaissance, #1)",Kennedy Ryan,"Ryan, Kennedy",,,,5,4.48,"Scribechick Media, LLC",Kindle Edition,434,2021,2021,,5/29/2022,,,read,,,,1,0
61381238,Untouchable,Shon,"Shon, Shon",,,,5,4.11,,Kindle Edition,,2022,,8/6/2022,8/6/2022,,,read,,,,1,0
61066235,Unconditional: A Love Story,Shon,"Shon, Shon",,,,5,4.22,,Kindle Edition,,2022,,,8/6/2022,,,read,,,,1,0
57508181,Nobody But You 3,Skye Moon,"Moon, Skye",Bella Jay,,,0,4.66,,Kindle Edition,,2021,,,8/5/2022,,,read,,,,1,0
53497771,Nobody But You 2,Skye Moon,"Moon, Skye",Bella Jay,,,0,4.66,,Kindle Edition,,2020,,,8/5/2022,,,read,,,,1,0
53535581,Nobody But You,Skye Moon,"Moon, Skye",Bella Jay,,,0,4.58,,Kindle Edition,130,2020,,,8/2/2022,,,read,,,,1,0
51958227,Let Me Be Your Motivation,Tay Mo'Nae,"Mo'Nae, Tay",,,,0,4.36,"Tay Mo'Nae Presents, LLC",Kindle Edition,141,2019,,,8/1/2022,,,read,,,,1,0
55383773,Remember The Time,Tay Mo'Nae,"Mo'Nae, Tay",,,,0,4.47,,Kindle Edition,,2020,,,7/29/2022,,,read,,,,1,0
57122476,Meant for More,Liza  James,"James, Liza",,,,2,3.7,,Kindle Edition,282,2021,2021,,7/27/2022,,,read,,,,1,0
55061962,Breathe Again,J. Chary,"Chary, J.",,,,0,4.53,,Kindle Edition,,2020,,,7/18/2022,,,read,,,,1,0
54477093,When Love Calls (Reclaiming Love Series Book 1),J. Chary,"Chary, J.",,,,4,4.59,,Kindle Edition,,2020,,,7/17/2022,,,read,,,,1,0
55904454,"While We Were Dating (The Wedding Date, #6)",Jasmine Guillory,"Guillory, Jasmine",,0593100840,9780593100844,4,3.75,Berkley Books,Hardcover,336,2021,2021,,7/15/2022,,,read,,,,1,0
16033902,"Rush (Breathless, #1)",Maya Banks,"Banks, Maya",,0425267040,9780425267042,2,3.89,Berkley,Paperback,396,2013,2013,,7/2/2022,,,read,,,,1,0
53401676,Excuse Me While I Ugly Cry,Joya Goffney,"Goffney, Joya",,0063024810,9780063024816,4,4.1,HarperTeen,ebook,368,2021,2021,,6/27/2022,,,read,,,,1,0
49362138,Honey Girl,Morgan  Rogers,"Rogers, Morgan",,,,4,3.71,Park Row Books,Kindle Edition,283,2021,2021,,6/27/2022,,,read,,,,1,0
58684290,Grief Is Love: Living with Loss,Marisa Renee Lee,"Lee, Marisa Renee",,0306926024,9780306926020,5,4.2,Legacy Lit,Hardcover,192,2022,,,5/6/2022,,,read,,,,1,0
53414230,Open Water,Caleb Azumah Nelson,"Nelson, Caleb Azumah",,0241448778,9780241448779,5,4.09,VIKIN,Hardcover,145,2021,2021,,4/29/2022,,,read,,,,1,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,0593336828,9780593336823,4,4.2,Penguin Publishing Group,Paperback,383,2021,2021,,3/23/2022,,,read,,,,1,0
58395050,"Yinka, Where Is Your Huzband?",Lizzie Damilola Blackburn,"Blackburn, Lizzie Damilola",,0593299000,9780593299005,4,3.78,Pamela Dorman Books,Hardcover,384,2022,2022,,6/13/2022,,,read,,,,1,0
57693648,Yerba Buena,Nina LaCour,"LaCour, Nina",,1250810469,9781250810465,0,3.91,Flatiron Books,Hardcover,304,2022,2022,,6/9/2022,to-read,to-read (#27),to-read,,,,0,0
54351235,"Arsenic and Adobo (Tita Rosie's Kitchen Mystery, #1)",Mia P. Manansala,"Manansala, Mia P.",,,,4,3.55,Berkley,Kindle Edition,336,2021,2021,,6/5/2022,,,read,,,,1,0
57800580,30 Things I Love About Myself,Radhika Sanghani,"Sanghani, Radhika",,059333504X,9780593335048,5,3.48,Berkley,Paperback,352,2022,2022,,6/4/2022,,,read,,,,1,0
31522415,What It Means When a Man Falls from the Sky,Lesley Nneka Arimah,"Arimah, Lesley Nneka",,0735211027,9780735211025,4,4.11,Riverhead Books,Hardcover,232,2017,2017,6/3/2022,6/2/2022,,,read,,,,1,0
53091994,Black Buck,Mateo Askaripour,"Askaripour, Mateo",,,,4,3.73,Houghton Mifflin Harcourt,Hardcover,388,2021,2021,,5/29/2022,,,read,,,,1,0
59447043,Finding Jupiter,Kelis Rowe,"Rowe, Kelis",,0593429257,9780593429259,5,3.95,Crown Books for Young Readers,Hardcover,309,2022,2022,,5/31/2022,,,read,,,,1,0
37584991,"The Proposal (The Wedding Date, #2)",Jasmine Guillory,"Guillory, Jasmine",,0399587683,9780399587689,5,3.48,Berkley,Paperback,325,2018,2018,,5/29/2022,,,read,,,,1,0
48595550,The Death of Vivek Oji,Akwaeke Emezi,"Emezi, Akwaeke",,0525541608,9780525541608,5,4.14,Riverhead Books,Hardcover,248,2020,2020,,4/21/2022,,,read,,,,1,0
43884209,"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,"Hibbert, Talia",,0062941208,9780062941206,0,3.83,Avon,Paperback,384,2019,2019,,5/29/2022,to-read,to-read (#26),to-read,,,,0,0
58950845,"By the Book (Meant to Be, #2)",Jasmine Guillory,"Guillory, Jasmine",,1368053386,9781368053389,0,3.74,Hyperion Avenue,Paperback,320,2022,2022,,5/29/2022,to-read,to-read (#25),to-read,,,,0,0
59743446,The Accidental Pinup,Danielle  Jackson,"Jackson, Danielle",,0593437330,9780593437339,0,3.3,Berkley,Paperback,320,2022,2022,,5/29/2022,to-read,to-read (#24),to-read,,,,0,0
59042752,Love Radio,Ebony LaDelle,"LaDelle, Ebony",,1665908157,9781665908153,0,4.24,Simon & Schuster Books for Young Readers,Hardcover,320,2022,2022,,5/29/2022,to-read,to-read (#23),to-read,,,,0,0
54860585,Razorblade Tears,S.A. Cosby,"Cosby, S.A.",,,,0,4.1,Flatiron Books,Hardcover,336,2021,2021,,5/27/2022,to-read,to-read (#22),to-read,,,,0,0
58065414,Funny You Should Ask,Elissa Sussman,"Sussman, Elissa",,0593357329,9780593357323,0,3.65,Random House Publishing Group,Paperback,352,2022,2022,,5/27/2022,to-read,to-read (#21),to-read,,,,0,0
58438593,The Soulmate Equation,Christina Lauren,"Lauren, Christina",,1982171111,9781982171117,4,4.02,Gallery Books,Paperback,416,2022,2021,5/26/2022,3/23/2022,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,0525522131,9780525522133,0,3.68,Penguin Books,Paperback,289,2019,2018,,5/25/2022,to-read,to-read (#20),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,0525657746,9780525657743,0,4.28,Knopf,Hardcover,256,2021,2021,,5/25/2022,to-read,to-read (#19),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,,,0,4.34,Doubleday,Hardcover,720,2015,2015,,5/25/2022,to-read,to-read (#18),to-read,,,,0,0
54304229,The Cost of Knowing,Brittney Morris,"Morris, Brittney",,1534445455,9781534445451,0,3.99,Simon & Schuster Books for Young Readers,Hardcover,336,2021,2021,,5/19/2022,to-read,to-read (#17),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,0765387565,9780765387561,0,4.21,Tor Books,Hardcover,444,2020,2020,,5/13/2022,to-read,to-read (#16),to-read,,,,0,0
21936809,"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,"Swanson, Peter",,0062267523,9780062267528,0,4.02,William Morrow,Hardcover,320,2015,2015,,5/13/2022,to-read,to-read (#15),to-read,,,,0,0
43834909,Long Bright River,Liz    Moore,"Moore, Liz",,0525540679,9780525540670,0,4.04,Riverhead Books,Hardcover,482,2020,2020,,5/13/2022,to-read,to-read (#14),to-read,,,,0,0
56465,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,"Becker, Gavin de",,0747538352,9780747538356,0,4.17,Bloomsbury Publishing PLC,Paperback,352,2000,1996,,5/8/2022,to-read,to-read (#13),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1501139231,9781501139239,5,4.45,Atria Books,Hardcover,389,2017,2017,5/8/2022,5/8/2022,,,read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,,,5,4.18,Berkley,Hardcover,377,2022,2022,,5/8/2022,,,read,,,,1,0
60139504,How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,K.C.  Davis,"Davis, K.C.",,,,0,4.33,S&S/Simon Element,Kindle Edition,156,2022,2020,,5/3/2022,to-read,to-read (#12),to-read,,,,0,0
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,,,5,4.06,Grand Central Publishing,Hardcover,336,2021,2021,4/25/2022,3/23/2022,,,read,,,,1,0
33131867,"The Risk (Mindf*ck, #1)",S.T. Abby,"Abby, S.T.",,,,0,4.28,S.T. Abby,ebook,132,2016,2016,,4/11/2022,to-read,to-read (#11),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,1476738017,9781476738017,0,4.38,Atria Books,Hardcover,337,2014,2012,,4/10/2022,to-read,to-read (#10),to-read,,,,0,0
51933429,The Guest List,Lucy Foley,"Foley, Lucy",,,,3,3.84,William Morrow,Hardcover,330,2020,2020,4/10/2022,4/5/2022,,,read,,,,1,0
43697186,Red at the Bone,Jacqueline Woodson,"Woodson, Jacqueline",,0525535276,9780525535270,0,3.99,Riverhead Books,Hardcover,196,2019,2019,,4/8/2022,to-read,to-read (#9),to-read,,,,0,0
17413222,"Ivan (Her Russian Protector, #1)",Roxie Rivera,"Rivera, Roxie",,,9781301381524,0,3.71,Night Works Books,ebook,111,2013,2013,,4/5/2022,to-read,to-read (#8),to-read,,,,0,0
30763950,A Million Junes,Emily Henry,"Henry, Emily",,0448493969,9780448493961,5,3.87,Razorbill,Hardcover,400,2017,2017,4/1/2022,3/23/2022,,,read,,,,1,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,,,5,3.7,Delacorte Press,Kindle Edition,242,2014,2014,3/29/2022,3/28/2022,,,read,,,,1,0
57992957,Black Girls Must Be Magic,Jayne Allen,"Allen, Jayne",,0063211300,9780063211308,5,3.92,Harper,Hardcover,272,2022,2019,3/27/2022,3/26/2022,,,read,,,,1,0
56645992,Black Girls Must Die Exhausted,Jayne Allen,"Allen, Jayne",,0063137909,9780063137905,0,3.92,Harper Perennial,Paperback,350,2021,2018,,3/26/2022,to-read,to-read (#7),to-read,,,,0,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,1982121602,9781982121600,5,4.19,Simon & Schuster Canada,Paperback,336,2020,2019,3/25/2022,3/23/2022,,,read,,,,1,0
30288282,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,0735213186,9780735213180,0,3.71,G.P. Putnam's Sons,Hardcover,346,2018,2018,,3/25/2022,to-read,to-read (#6),to-read,,,,0,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,,,0,4.11,St. Martin's Griffin,Paperback,423,2019,2019,,3/24/2022,to-read,to-read (#5),to-read,,,,0,0
13376363,Teaching My Mother How to Give Birth,Warsan Shire,"Shire, Warsan",,1905233299,9781905233298,0,4.25,Flipped Eye,Paperback,37,2011,2011,,3/23/2022,to-read,to-read (#4),to-read,,,,0,0
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,0805063897,9780805063899,0,3.65,Owl Books (Henry Holt),Paperback,240,2002,2001,,3/23/2022,currently-reading,currently-reading (#1),currently-reading,,,,1,0
57938995,Don't Cry for Me,Daniel     Black,"Black, Daniel",,133542573X,9781335425737,0,4.35,Hanover Square Press,Hardcover,301,2022,2022,,3/23/2022,to-read,to-read (#3),to-read,,,,0,0
57238523,Fiona and Jane,Jean Chen Ho,"Ho, Jean Chen",,0593296044,9780593296042,0,3.33,Viking,Hardcover,288,2022,2022,,3/23/2022,to-read,to-read (#2),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,1984822179,9781984822178,3,3.81,Hogarth,Hardcover,273,2019,2018,,3/23/2022,,,read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,1984806750,9781984806758,5,3.92,Berkley,Paperback,364,2021,2021,,3/23/2022,,,read,,,,1,0
57032570,Notes on Grief,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,0593320808,9780593320808,4,4.23,Knopf,Hardcover,86,2021,2021,,3/23/2022,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,0735219117,9780735219113,5,4.41,G.P. Putnam’s Sons,ebook,384,2018,2018,,3/23/2022,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,1984806734,9781984806734,5,4.03,Berkley,Paperback,358,2020,2020,,3/23/2022,,,read,,,,1,0
32051912,The Alice Network,Kate Quinn,"Quinn, Kate",,,,0,4.31,William Morrow Paperbacks,Paperback,503,2017,2017,,3/23/2022,to-read,to-read (#1),to-read,,,,0,0
